asset_id,github_asset_url,old_filename,upload_filename,youtube_url,reference_paths
05298ad5-e859-4852-bc30-80dc057c06a3,https://github.com/user-attachments/assets/05298ad5-e859-4852-bc30-80dc057c06a3,404706917-a7339bfb-d4f9-4615-bbd6-b346b2ef6ca5.webm,asset_05298ad5-e859-4852-bc30-80dc057c06a3.webm,https://www.youtube.com/watch?v=ohwfXT52lU8,2 🏔️ Landscape/3 🌳 Ambient landscape/01 🏡 Smart Homes/08 📺 Air charge vision.md
05408e82-437b-4a43-a61d-446f433ba73c,https://github.com/user-attachments/assets/05408e82-437b-4a43-a61d-446f433ba73c,406753420-9d09afb3-e895-4081-a99a-5576dda64990.webm,asset_05408e82-437b-4a43-a61d-446f433ba73c.webm,https://www.youtube.com/watch?v=tkPfA0-_H7Q,2 🏔️ Landscape/3 🌳 Ambient landscape/03 ❤️ Smart Health/07 📺 Whoop wearable.md
05d2ab10-79de-481b-8586-0038fe0f1f3b,https://github.com/user-attachments/assets/05d2ab10-79de-481b-8586-0038fe0f1f3b,400240484-89bccbe1-ac4a-455c-96b7-bd831145e3c5.webm,asset_05d2ab10-79de-481b-8586-0038fe0f1f3b.webm,https://www.youtube.com/watch?v=Ceu01LoUSeM,2 🏔️ Landscape/1 💼 Business landscape/05 💳 Payments landscape/07 📺 🇪🇺 Europe's EPI.md
0616d949-9ebb-4277-bbef-682cdc9c66c6,https://github.com/user-attachments/assets/0616d949-9ebb-4277-bbef-682cdc9c66c6,403101450-75fb914f-6c60-42ed-b40c-480110123456.webm,asset_0616d949-9ebb-4277-bbef-682cdc9c66c6.webm,https://www.youtube.com/watch?v=64IkBiVed6g,2 🏔️ Landscape/1 💼 Business landscape/02 🏳️ Sovereignty landscape/02 📺 Cambridge Analytica.md
076fd770-87d8-48f8-9a75-6608aecd2c9f,https://github.com/user-attachments/assets/076fd770-87d8-48f8-9a75-6608aecd2c9f,380150229-5780ca3a-697f-4042-9f4a-f43722ca191d.webm,asset_076fd770-87d8-48f8-9a75-6608aecd2c9f.webm,https://www.youtube.com/watch?v=BbQIxDETuJg,2 🏔️ Landscape/1 💼 Business landscape/06 📂 App pay landscape/13 📺 🇧🇷 P2P PIX WhatsApp.md
0a881f4a-503f-4d4f-bc10-35e01c943e62,https://github.com/user-attachments/assets/0a881f4a-503f-4d4f-bc10-35e01c943e62,403584001-ad355b7c-ed9d-4369-82db-497b3c721e55.webm,asset_0a881f4a-503f-4d4f-bc10-35e01c943e62.webm,https://www.youtube.com/watch?v=WsWHOgHTCq8,2 🏔️ Landscape/1 💼 Business landscape/02 🏳️ Sovereignty landscape/09 📺 Sovereignty @ Azure.md
0ab5d5c7-0912-4285-96fb-7f43715ec9ac,https://github.com/user-attachments/assets/0ab5d5c7-0912-4285-96fb-7f43715ec9ac,100mb-403090857-b48dff0c-f03d-46c4-bb96-4fb18870b7db.webm,asset_0ab5d5c7-0912-4285-96fb-7f43715ec9ac.webm,https://www.youtube.com/watch?v=ym7K7Hvnwbs,2 🏔️ Landscape/1 💼 Business landscape/02 🏳️ Sovereignty landscape/03 📺 🇨🇳 SharpEyes project.md
0c16a852-2765-419f-bdd9-7a654868b063,https://github.com/user-attachments/assets/0c16a852-2765-419f-bdd9-7a654868b063,400380611-decd6d0a-b4b8-4331-9968-8899a0c83298.webm,asset_0c16a852-2765-419f-bdd9-7a654868b063.webm,https://www.youtube.com/watch?v=xpHhgNqhzNA,2 🏔️ Landscape/1 💼 Business landscape/05 💳 Payments landscape/05 📺 🇧🇷 Brazil's Pix.md
0d671b0b-c443-45cf-b5b3-68bfb5491587,https://github.com/user-attachments/assets/0d671b0b-c443-45cf-b5b3-68bfb5491587,LNfPQ4d570g_00-15-03-00-17-50.webm,asset_0d671b0b-c443-45cf-b5b3-68bfb5491587.webm,https://www.youtube.com/watch?v=UbV_Lt9zek0,2 🏔️ Landscape/1 💼 Business landscape/02 🏳️ Sovereignty landscape/11 📺 Sovereignty @ Gartner.md
0d8addab-fcb5-4342-9733-f491e3764d30,https://github.com/user-attachments/assets/0d8addab-fcb5-4342-9733-f491e3764d30,403099063-0e8e5a9f-881a-42e6-abbd-9a3a2c5848ea.webm,asset_0d8addab-fcb5-4342-9733-f491e3764d30.webm,https://www.youtube.com/watch?v=UbwB2zSKBKU,2 🏔️ Landscape/1 💼 Business landscape/01 🕵 Profiling landscape/07 📺 Auto makers.md
0da07995-dc61-4904-818c-39544d3d8071,https://github.com/user-attachments/assets/0da07995-dc61-4904-818c-39544d3d8071,404704224-eb3685e1-3cb7-4311-b0ac-7bd8530cc85f.webm,asset_0da07995-dc61-4904-818c-39544d3d8071.webm,https://www.youtube.com/watch?v=l8H98iAFWc8,2 🏔️ Landscape/1 💼 Business landscape/11 🔆 Scanning landscape/02 📺 Personalization.md
0dc18685-1639-4705-9ea5-a5bfbd3be258,https://github.com/user-attachments/assets/0dc18685-1639-4705-9ea5-a5bfbd3be258,406696453-00a3f142-79af-48b6-b964-3411b950e5f9.webm,asset_0dc18685-1639-4705-9ea5-a5bfbd3be258.webm,https://www.youtube.com/watch?v=iUnbJ0bOXGc,2 🏔️ Landscape/3 🌳 Ambient landscape/02 🔑 Smart Keys/09 📺 Enterprise access.md
0e817813-b2e7-4ca3-9447-72513cea0b8d,https://github.com/user-attachments/assets/0e817813-b2e7-4ca3-9447-72513cea0b8d,404598254-13bf1d9d-5cbf-4c88-bdc8-260d978c793b.webm,asset_0e817813-b2e7-4ca3-9447-72513cea0b8d.webm,https://www.youtube.com/watch?v=VBEuxTYbvM8,2 🏔️ Landscape/2 🧑‍🦰 User landscape/09 🔏 Signatures landscape/03 📺 Signature mechanisms.md
0f5c8070-e53c-4d1c-a59f-38827e9ff5e2,https://github.com/user-attachments/assets/0f5c8070-e53c-4d1c-a59f-38827e9ff5e2,406431990-f4b9f769-682f-4d75-9326-b3dffbc6ce01.webm,asset_0f5c8070-e53c-4d1c-a59f-38827e9ff5e2.webm,https://www.youtube.com/watch?v=Zo2zjS8DyXs,2 🏔️ Landscape/1 💼 Business landscape/11 🔆 Scanning landscape/08 📺 Google's Risk API.md
0fe3bb17-5e35-40dc-9ef8-b697e4dce087,https://github.com/user-attachments/assets/0fe3bb17-5e35-40dc-9ef8-b697e4dce087,380419650-3e521166-6807-4c4e-b996-9a3f65370e30.webm,asset_0fe3bb17-5e35-40dc-9ef8-b697e4dce087.webm,https://www.youtube.com/watch?v=X7G1OaM-DmM,2 🏔️ Landscape/1 💼 Business landscape/07 🖐️ Palm pay landscape/01 📺 🇨🇳 Tencent palm.md
102f2fe7-9e9c-4772-ab2d-956c86eaed77,https://github.com/user-attachments/assets/102f2fe7-9e9c-4772-ab2d-956c86eaed77,01 📺 Browser cookies__102f2fe7-9e9c-4772-ab2d-956c86eaed77.webm,asset_102f2fe7-9e9c-4772-ab2d-956c86eaed77.webm,https://www.youtube.com/watch?v=vfgbCRWy7-0,2 🏔️ Landscape/1 💼 Business landscape/01 🕵 Profiling landscape/01 📺 Browser cookies.md
1131f040-34e9-47ed-87a6-c3382dd85543,https://github.com/user-attachments/assets/1131f040-34e9-47ed-87a6-c3382dd85543,415686212-a22904ab-e7b2-4db5-943c-3caf3992d6e1.webm,asset_1131f040-34e9-47ed-87a6-c3382dd85543.webm,https://www.youtube.com/watch?v=X2xc0ojOn08,2 🏔️ Landscape/3 🌳 Ambient landscape/04 😎 Smart glasses/02 📺 🇨🇳 China.md
11a49fff-33a7-4dde-852f-462d253d4c26,https://github.com/user-attachments/assets/11a49fff-33a7-4dde-852f-462d253d4c26,404697094-61ad138e-fb92-42d8-8813-b5dad94343b4.webm,asset_11a49fff-33a7-4dde-852f-462d253d4c26.webm,https://www.youtube.com/watch?v=xUKMiFmm_qg,2 🏔️ Landscape/2 🧑‍🦰 User landscape/10 🤖 Agentic AI landscape/02 📺 Google restaurant.md
129aa285-119b-4ff7-8a03-d783607ad532,https://github.com/user-attachments/assets/129aa285-119b-4ff7-8a03-d783607ad532,400878481-5d577f07-812e-4efa-a5cc-d4a494c20f32.webm,asset_129aa285-119b-4ff7-8a03-d783607ad532.webm,https://www.youtube.com/watch?v=nOQtz4iVyXo,2 🏔️ Landscape/1 💼 Business landscape/09 🛒 Shopping landscape/04 📺 🇨🇳 WeChat programs.md
136e9dc8-424a-4d8b-85ee-a0119a993545,https://github.com/user-attachments/assets/136e9dc8-424a-4d8b-85ee-a0119a993545,400167096-8ba79f61-e10a-43b8-88d8-5bfc33b40c8e.webm,asset_136e9dc8-424a-4d8b-85ee-a0119a993545.webm,https://www.youtube.com/watch?v=PcTbvoYRNKM,2 🏔️ Landscape/2 🧑‍🦰 User landscape/06 👮 Supervised ID landscape/08 📺 🇪🇸 CaixaBank ATMs.md
14549d10-e28e-46f8-a17c-21e92696ef14,https://github.com/user-attachments/assets/14549d10-e28e-46f8-a17c-21e92696ef14,406147467-bb292eb3-0973-46ca-91ce-7337ca28a195.webm,asset_14549d10-e28e-46f8-a17c-21e92696ef14.webm,https://www.youtube.com/watch?v=5O07MRZ4Yow,2 🏔️ Landscape/2 🧑‍🦰 User landscape/10 🤖 Agentic AI landscape/11 📺 NVIDIA agentic AI.md
14dc74ac-e78a-4cf8-87c6-35b011ebb933,https://github.com/user-attachments/assets/14dc74ac-e78a-4cf8-87c6-35b011ebb933,379484962-356a0323-e593-48dc-bf01-c8636c38e370.webm,asset_14dc74ac-e78a-4cf8-87c6-35b011ebb933.webm,https://www.youtube.com/watch?v=QWgc5LdfgiA,2 🏔️ Landscape/2 🧑‍🦰 User landscape/04 🆔 Digital ID landscape/13 📺 🇬🇧 UK's DID.md
1591470e-d654-4ea0-b090-03b072394a34,https://github.com/user-attachments/assets/1591470e-d654-4ea0-b090-03b072394a34,403082664-e88d0b75-d90b-420c-8427-9d599b20d38c.webm,asset_1591470e-d654-4ea0-b090-03b072394a34.webm,https://www.youtube.com/watch?v=1KMMcPIWb9g,2 🏔️ Landscape/1 💼 Business landscape/02 🏳️ Sovereignty landscape/06 📺 🇨🇳 China's privacy law.md
15b558ec-e2e8-4c50-a753-ffd33d94a2a2,https://github.com/user-attachments/assets/15b558ec-e2e8-4c50-a753-ffd33d94a2a2,404680912-5ce068d4-c1a2-40c0-ae09-1a1b73aadb3b.webm,asset_15b558ec-e2e8-4c50-a753-ffd33d94a2a2.webm,https://www.youtube.com/watch?v=v6CRM7ktVh0,2 🏔️ Landscape/2 🧑‍🦰 User landscape/07 🧑‍💻 Unsupervised ID landscape/05 📺 Apple Face ID.md
1660fe13-0b49-4f3e-b1f9-39adbb1ea83a,https://github.com/user-attachments/assets/1660fe13-0b49-4f3e-b1f9-39adbb1ea83a,404069996-0b7172f1-f0e4-4c10-a620-237eca5db233.webm,asset_1660fe13-0b49-4f3e-b1f9-39adbb1ea83a.webm,https://www.youtube.com/watch?v=Qs1sqvYUYs0,2 🏔️ Landscape/1 💼 Business landscape/04 👀 Advertising landscape/07 📺 Do-not-track button.md
1833e40a-9f78-4a4d-b3ca-1e99de537f95,https://github.com/user-attachments/assets/1833e40a-9f78-4a4d-b3ca-1e99de537f95,403167457-bfa8de0f-1f0e-49b0-b78b-76937a6909c4.webm,asset_1833e40a-9f78-4a4d-b3ca-1e99de537f95.webm,https://www.youtube.com/watch?v=tiOuZNxSwcI,2 🏔️ Landscape/1 💼 Business landscape/01 🕵 Profiling landscape/16 📺 🇨🇳 Social credit.md
1865eda7-0142-4e41-a57d-84fda1ff7c49,https://github.com/user-attachments/assets/1865eda7-0142-4e41-a57d-84fda1ff7c49,404683902-2f8bc8de-b73d-4ee9-b2d1-edd0b884c634.webm,asset_1865eda7-0142-4e41-a57d-84fda1ff7c49.webm,https://www.youtube.com/watch?v=vMEc4xLcYv4,2 🏔️ Landscape/2 🧑‍🦰 User landscape/07 🧑‍💻 Unsupervised ID landscape/06 📺 Apple's security.md
186616a8-db3a-47cc-ab49-7c6f1c2a2371,https://github.com/user-attachments/assets/186616a8-db3a-47cc-ab49-7c6f1c2a2371,403617661-818cffa6-4f6d-4a26-bd85-7f01f4f95154.webm,asset_186616a8-db3a-47cc-ab49-7c6f1c2a2371.webm,https://www.youtube.com/watch?v=SOtlrAZfw58,2 🏔️ Landscape/2 🧑‍🦰 User landscape/02 🧢 Personalization landscape/09 📺 Passwordless login.md
193b213d-a8fd-4f97-b9d0-6c32978bd268,https://github.com/user-attachments/assets/193b213d-a8fd-4f97-b9d0-6c32978bd268,00 🔑 Smart Keys__193b213d-a8fd-4f97-b9d0-6c32978bd268.webm,asset_193b213d-a8fd-4f97-b9d0-6c32978bd268.webm,https://www.youtube.com/watch?v=YllGzaPLe6U,2 🏔️ Landscape/3 🌳 Ambient landscape/02 🔑 Smart Keys/00 🔑 Smart Keys.md
19da5e5b-3b98-490b-a011-3732d3c8fc09,https://github.com/user-attachments/assets/19da5e5b-3b98-490b-a011-3732d3c8fc09,401287343-dda8d30b-028e-401d-be97-15298ed1a500.webm,asset_19da5e5b-3b98-490b-a011-3732d3c8fc09.webm,https://www.youtube.com/watch?v=AH90YZHAlw4,2 🏔️ Landscape/2 🧑‍🦰 User landscape/01 🛰️ Connectivity landscape/02 📺 Starlink @ airplanes.md
1a343784-e31e-4e78-ae81-b01d4378c40a,https://github.com/user-attachments/assets/1a343784-e31e-4e78-ae81-b01d4378c40a,405786141-3449a1e7-80a9-4060-8352-029c35a302fb.webm,asset_1a343784-e31e-4e78-ae81-b01d4378c40a.webm,https://www.youtube.com/watch?v=ZAQ6O1cJ5lU,2 🏔️ Landscape/2 🧑‍🦰 User landscape/04 🆔 Digital ID landscape/15 📺 🇺🇸 US' resident e-card.md
1d307208-0ebc-4770-87ea-24966ff6b1d0,https://github.com/user-attachments/assets/1d307208-0ebc-4770-87ea-24966ff6b1d0,404706905-45154775-aed5-41d0-b64b-2a44bd05440c.webm,asset_1d307208-0ebc-4770-87ea-24966ff6b1d0.webm,https://www.youtube.com/watch?v=gnRNg5R1wkI,2 🏔️ Landscape/3 🌳 Ambient landscape/01 🏡 Smart Homes/10 📺 Air charge distance.md
1d67c556-f5e9-458e-ad64-ff1f7ac93c63,https://github.com/user-attachments/assets/1d67c556-f5e9-458e-ad64-ff1f7ac93c63,403086696-c179cedc-eba5-4e7a-b5a1-e569dbf6238c.webm,asset_1d67c556-f5e9-458e-ad64-ff1f7ac93c63.webm,https://www.youtube.com/watch?v=Y4ToUo6X4T8,2 🏔️ Landscape/1 💼 Business landscape/02 🏳️ Sovereignty landscape/05 📺 Internet gov.md
1ebe2723-395a-4349-a4f3-825be5287a58,https://github.com/user-attachments/assets/1ebe2723-395a-4349-a4f3-825be5287a58,400041454-9b471338-d535-451f-ac81-1a89c88d59d8.webm,asset_1ebe2723-395a-4349-a4f3-825be5287a58.webm,https://www.youtube.com/watch?v=TrM7GtmzL2A,2 🏔️ Landscape/2 🧑‍🦰 User landscape/04 🆔 Digital ID landscape/11 📺 🇪🇸 Spain's e-certificates.md
2002b01e-7257-47fe-bbc2-a41a425f3145,https://github.com/user-attachments/assets/2002b01e-7257-47fe-bbc2-a41a425f3145,400794639-48aee640-5a90-4f9b-a901-aafc4c08188f.webm,asset_2002b01e-7257-47fe-bbc2-a41a425f3145.webm,https://www.youtube.com/watch?v=hNZYEqk2bpc,2 🏔️ Landscape/2 🧑‍🦰 User landscape/08 🔐 Passwordless ID landscape/01 📺 Why drop passwords.md
20a52070-344b-4d7f-9bb9-5450ac30d7b8,https://github.com/user-attachments/assets/20a52070-344b-4d7f-9bb9-5450ac30d7b8,100mb-400409331-3ab11f3b-dd26-4793-86c6-adc360aaeb53.webm,asset_20a52070-344b-4d7f-9bb9-5450ac30d7b8.webm,https://www.youtube.com/watch?v=aeuOCwvX9kE,2 🏔️ Landscape/1 💼 Business landscape/06 📂 App pay landscape/15 📺 🇺🇸 P2P Square.md
22d38d84-25d2-4a45-9270-755404a6bd8e,https://github.com/user-attachments/assets/22d38d84-25d2-4a45-9270-755404a6bd8e,379540771-39d17d37-090b-477a-ab39-7d6b5dbe9c8f.webm,asset_22d38d84-25d2-4a45-9270-755404a6bd8e.webm,https://www.youtube.com/watch?v=tmVE-T0zleY,2 🏔️ Landscape/2 🧑‍🦰 User landscape/05 📂 ID Wallets landscape/07 📺 Samsung Wallet.md
2337609a-a49f-4495-b439-4dd729dc661d,https://github.com/user-attachments/assets/2337609a-a49f-4495-b439-4dd729dc661d,00 🔑 Smart Keys__2337609a-a49f-4495-b439-4dd729dc661d.webm,asset_2337609a-a49f-4495-b439-4dd729dc661d.webm,https://www.youtube.com/watch?v=3Y441MivVKo,2 🏔️ Landscape/3 🌳 Ambient landscape/02 🔑 Smart Keys/00 🔑 Smart Keys.md
23893ed4-f733-46b5-9f25-71984aafce8f,https://github.com/user-attachments/assets/23893ed4-f733-46b5-9f25-71984aafce8f,406619761-ede99543-6cb6-48cc-83fb-4facf7b5fb1c.webm,asset_23893ed4-f733-46b5-9f25-71984aafce8f.webm,https://www.youtube.com/watch?v=q2RhHlcqEi0,2 🏔️ Landscape/2 🧑‍🦰 User landscape/05 📂 ID Wallets landscape/05 📺 Apple Wallet.md
26c668e6-e255-4d35-9da4-c85a3f91203e,https://github.com/user-attachments/assets/26c668e6-e255-4d35-9da4-c85a3f91203e,379922413-01c42d7e-90c0-449a-bdb4-92a2e8e6096f.webm,asset_26c668e6-e255-4d35-9da4-c85a3f91203e.webm,https://www.youtube.com/watch?v=QfXvPhXB390,2 🏔️ Landscape/2 🧑‍🦰 User landscape/08 🔐 Passwordless ID landscape/03 📺 Google passkeys.md
278aacdb-682d-4c37-acb6-2604c87ff185,https://github.com/user-attachments/assets/278aacdb-682d-4c37-acb6-2604c87ff185,07 📺 Top smart locks__278aacdb-682d-4c37-acb6-2604c87ff185.webm,asset_278aacdb-682d-4c37-acb6-2604c87ff185.webm,https://www.youtube.com/watch?v=OClJlKoip9U,2 🏔️ Landscape/3 🌳 Ambient landscape/02 🔑 Smart Keys/07 📺 Top smart locks.md
282e4e73-a2b8-4c19-8195-51e8736e45d5,https://github.com/user-attachments/assets/282e4e73-a2b8-4c19-8195-51e8736e45d5,04 📺 Google's vision__282e4e73-a2b8-4c19-8195-51e8736e45d5.webm,asset_282e4e73-a2b8-4c19-8195-51e8736e45d5.webm,https://www.youtube.com/watch?v=3sWa-y1jaiU,2 🏔️ Landscape/3 🌳 Ambient landscape/01 🏡 Smart Homes/04 📺 Google's vision.md
288a88a9-549f-4972-8225-c6c9b171c0b1,https://github.com/user-attachments/assets/288a88a9-549f-4972-8225-c6c9b171c0b1,404082137-52d8a335-71e9-49f9-b44c-d63c2e5d9a6d.webm,asset_288a88a9-549f-4972-8225-c6c9b171c0b1.webm,https://www.youtube.com/watch?v=Zw3DBgwViVU,2 🏔️ Landscape/1 💼 Business landscape/04 👀 Advertising landscape/09 📺 Google Sandbox.md
291d8769-8aad-4e74-9b4d-7a010072f7ee,https://github.com/user-attachments/assets/291d8769-8aad-4e74-9b4d-7a010072f7ee,01 📺 🇺🇸 PRISM scandal__291d8769-8aad-4e74-9b4d-7a010072f7ee.webm,asset_291d8769-8aad-4e74-9b4d-7a010072f7ee.webm,https://www.youtube.com/watch?v=FugarZGME5A,2 🏔️ Landscape/1 💼 Business landscape/02 🏳️ Sovereignty landscape/01 📺 🇺🇸 PRISM scandal.md
296292f0-3cdb-4617-bc26-5de734c00d25,https://github.com/user-attachments/assets/296292f0-3cdb-4617-bc26-5de734c00d25,404604551-d8e8f940-da58-43ac-84cb-76011be4e2fa.webm,asset_296292f0-3cdb-4617-bc26-5de734c00d25.webm,https://www.youtube.com/watch?v=dTTw_3I6x5s,2 🏔️ Landscape/1 💼 Business landscape/02 🏳️ Sovereignty landscape/01 📺 🇺🇸 PRISM scandal.md
2bc02261-21ff-460b-8853-dbc249121fb1,https://github.com/user-attachments/assets/2bc02261-21ff-460b-8853-dbc249121fb1,400398049-f6dd6394-dbab-491a-b832-e931eed99509.webm,asset_2bc02261-21ff-460b-8853-dbc249121fb1.webm,https://www.youtube.com/watch?v=wb52lpfk_qI,2 🏔️ Landscape/1 💼 Business landscape/05 💳 Payments landscape/09 📺 🇵🇹 Portugal's MBWay.md
2cd6eb95-3af6-48b0-988e-e62d3c19bd18,https://github.com/user-attachments/assets/2cd6eb95-3af6-48b0-988e-e62d3c19bd18,415686513-b3273b95-12a7-4858-9223-7479c4fc1d31.webm,asset_2cd6eb95-3af6-48b0-988e-e62d3c19bd18.webm,https://www.youtube.com/watch?v=3RrCxrny-1I,2 🏔️ Landscape/3 🌳 Ambient landscape/05 🧠 Brain Interfaces/05 📺 Neuralink.md
2d8727d0-cb4b-46f8-854e-58ff6cd8ad96,https://github.com/user-attachments/assets/2d8727d0-cb4b-46f8-854e-58ff6cd8ad96,380451349-5c63e8d4-8144-488f-b7a1-da73edf5852c.webm,asset_2d8727d0-cb4b-46f8-854e-58ff6cd8ad96.webm,https://www.youtube.com/watch?v=B024SMFGg-Q,2 🏔️ Landscape/1 💼 Business landscape/05 💳 Payments landscape/10 📺 🇺🇸 Apple vs Banks.md
2feccbdd-6205-4fd1-8af9-831274a89455,https://github.com/user-attachments/assets/2feccbdd-6205-4fd1-8af9-831274a89455,404082654-3c0c6fe2-20cc-4825-b64f-6a3e59fcaf70.webm,asset_2feccbdd-6205-4fd1-8af9-831274a89455.webm,https://www.youtube.com/watch?v=YiXcYwJFs18,2 🏔️ Landscape/1 💼 Business landscape/04 👀 Advertising landscape/14 📺 Apple's ATT.md
315ee2f5-fa9a-4810-9485-d65aabb8e3e9,https://github.com/user-attachments/assets/315ee2f5-fa9a-4810-9485-d65aabb8e3e9,404706890-e646c02d-1e73-4f72-b891-feef8d472f62.webm,asset_315ee2f5-fa9a-4810-9485-d65aabb8e3e9.webm,https://www.youtube.com/watch?v=jXcE8c8zDdU,2 🏔️ Landscape/3 🌳 Ambient landscape/01 🏡 Smart Homes/11 📺 Air charge cost.md
31f46302-bb46-4cff-8514-0954b2cd607e,https://github.com/user-attachments/assets/31f46302-bb46-4cff-8514-0954b2cd607e,400395244-49df5b82-b347-4a12-8892-7138996b5499.webm,asset_31f46302-bb46-4cff-8514-0954b2cd607e.webm,https://www.youtube.com/watch?v=KP2NdLKMIas,2 🏔️ Landscape/2 🧑‍🦰 User landscape/04 🆔 Digital ID landscape/08 📺 🇪🇺 EU's DID Wallet.md
32ca1990-12d7-4a84-800c-ef4498307e6f,https://github.com/user-attachments/assets/32ca1990-12d7-4a84-800c-ef4498307e6f,406619847-e9874d89-b7b3-4031-8329-b6e621ca4547.webm,asset_32ca1990-12d7-4a84-800c-ef4498307e6f.webm,https://www.youtube.com/watch?v=bP564EfVuTU,2 🏔️ Landscape/1 💼 Business landscape/11 🔆 Scanning landscape/17 📺 Apple's App Clips.md
33dcf5c1-f120-491f-b8ea-4a0f5eb6ce69,https://github.com/user-attachments/assets/33dcf5c1-f120-491f-b8ea-4a0f5eb6ce69,100mb-380800691-8788247c-f23a-4950-becd-77478f489726.webm,asset_33dcf5c1-f120-491f-b8ea-4a0f5eb6ce69.webm,https://www.youtube.com/watch?v=58dfDzz8RUA,2 🏔️ Landscape/1 💼 Business landscape/06 📂 App pay landscape/04 📺 🇺🇸 PayPal.md
